IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.16.176.17,4,4,0.00,108.16,0.00,N/A
104.25.42.236,4,4,0.00,108.31,0.00,N/A
104.16.175.147,4,4,0.00,108.58,0.00,N/A
104.16.173.143,4,4,0.00,108.60,0.00,N/A
104.16.174.150,4,4,0.00,108.62,0.00,N/A
104.17.130.49,4,4,0.00,108.77,0.00,N/A
104.16.125.159,4,4,0.00,108.77,0.00,N/A
104.25.30.91,4,4,0.00,108.81,0.00,N/A
104.17.129.126,4,4,0.00,108.86,0.00,N/A
104.25.23.164,4,4,0.00,108.87,0.00,N/A
104.17.126.75,4,4,0.00,108.87,0.00,N/A
104.25.31.66,4,4,0.00,108.92,0.00,N/A
104.17.127.245,4,4,0.00,108.99,0.00,N/A
104.25.18.148,4,4,0.00,109.00,0.00,N/A
104.25.21.62,4,4,0.00,109.12,0.00,N/A
104.25.32.192,4,4,0.00,109.15,0.00,N/A
104.25.34.172,4,4,0.00,109.18,0.00,N/A
104.17.134.173,4,4,0.00,109.24,0.00,N/A
104.25.19.7,4,4,0.00,109.28,0.00,N/A
104.25.33.210,4,4,0.00,109.28,0.00,N/A
104.25.15.4,4,4,0.00,109.34,0.00,N/A
104.20.60.74,4,4,0.00,109.37,0.00,N/A
104.25.20.222,4,4,0.00,109.40,0.00,N/A
104.19.61.0,4,4,0.00,109.54,0.00,N/A
104.16.170.140,4,4,0.00,109.57,0.00,N/A
104.17.222.136,4,4,0.00,109.64,0.00,N/A
104.17.133.172,4,4,0.00,109.75,0.00,N/A
104.16.172.11,4,4,0.00,109.84,0.00,N/A
104.16.168.167,4,4,0.00,109.97,0.00,N/A
104.16.167.200,4,4,0.00,110.02,0.00,N/A
104.17.218.139,4,4,0.00,110.02,0.00,N/A
104.19.57.100,4,4,0.00,110.15,0.00,N/A
104.16.171.161,4,4,0.00,110.32,0.00,N/A
104.16.121.26,4,4,0.00,110.37,0.00,N/A
104.16.169.49,4,4,0.00,110.38,0.00,N/A
104.16.165.148,4,4,0.00,110.40,0.00,N/A
104.17.128.183,4,4,0.00,110.49,0.00,N/A
104.16.163.94,4,4,0.00,110.52,0.00,N/A
104.17.21.186,4,4,0.00,110.52,0.00,N/A
104.17.132.36,4,4,0.00,110.53,0.00,N/A
104.17.220.131,4,4,0.00,110.61,0.00,N/A
104.17.131.103,4,4,0.00,110.87,0.00,N/A
104.17.121.198,4,4,0.00,110.89,0.00,N/A
104.17.27.211,4,4,0.00,110.99,0.00,N/A
104.17.123.48,4,4,0.00,111.05,0.00,N/A
104.16.239.116,4,4,0.00,111.42,0.00,N/A
104.25.55.224,4,4,0.00,111.44,0.00,N/A
104.17.164.35,4,4,0.00,111.52,0.00,N/A
104.16.208.188,4,4,0.00,111.53,0.00,N/A
104.17.26.123,4,4,0.00,111.67,0.00,N/A
104.17.25.130,4,4,0.00,111.72,0.00,N/A
104.17.147.187,4,4,0.00,111.75,0.00,N/A
104.16.238.193,4,4,0.00,111.76,0.00,N/A
104.16.158.26,4,4,0.00,111.80,0.00,N/A
104.25.53.160,4,4,0.00,111.82,0.00,N/A
104.25.51.20,4,4,0.00,111.86,0.00,N/A
104.25.52.143,4,4,0.00,111.87,0.00,N/A
104.25.39.62,4,4,0.00,111.92,0.00,N/A
104.16.157.139,4,4,0.00,111.97,0.00,N/A
104.25.46.27,4,4,0.00,111.99,0.00,N/A
104.17.168.157,4,4,0.00,111.99,0.00,N/A
104.17.23.187,4,4,0.00,112.03,0.00,N/A
104.17.125.215,4,4,0.00,112.04,0.00,N/A
104.17.223.13,4,4,0.00,112.08,0.00,N/A
104.25.41.68,4,4,0.00,112.11,0.00,N/A
104.25.45.175,4,4,0.00,112.19,0.00,N/A
104.17.124.40,4,4,0.00,112.23,0.00,N/A
104.17.119.93,4,4,0.00,112.28,0.00,N/A
104.16.240.55,4,4,0.00,112.30,0.00,N/A
104.17.144.17,4,4,0.00,112.34,0.00,N/A
104.17.110.171,4,4,0.00,112.41,0.00,N/A
104.25.50.125,4,4,0.00,112.47,0.00,N/A
104.25.49.47,4,4,0.00,112.49,0.00,N/A
104.19.22.165,4,4,0.00,112.61,0.00,N/A
104.25.48.240,4,4,0.00,112.62,0.00,N/A
104.17.145.143,4,4,0.00,112.63,0.00,N/A
104.19.21.46,4,4,0.00,112.64,0.00,N/A
104.25.37.0,4,4,0.00,112.77,0.00,N/A
104.17.192.184,4,4,0.00,112.85,0.00,N/A
104.25.54.28,4,4,0.00,112.88,0.00,N/A
104.25.38.60,4,4,0.00,112.90,0.00,N/A
104.17.209.181,4,4,0.00,112.93,0.00,N/A
104.25.47.239,4,4,0.00,113.04,0.00,N/A
104.17.193.201,4,4,0.00,113.04,0.00,N/A
104.25.36.83,4,4,0.00,113.06,0.00,N/A
104.17.211.153,4,4,0.00,113.12,0.00,N/A
104.20.55.228,4,4,0.00,113.15,0.00,N/A
104.19.44.83,4,4,0.00,113.23,0.00,N/A
104.20.58.78,4,4,0.00,113.30,0.00,N/A
104.17.163.186,4,4,0.00,113.33,0.00,N/A
104.17.207.109,4,4,0.00,113.38,0.00,N/A
104.25.27.238,4,4,0.00,113.39,0.00,N/A
104.17.200.145,4,4,0.00,113.39,0.00,N/A
104.17.204.100,4,4,0.00,113.41,0.00,N/A
104.17.201.11,4,4,0.00,113.42,0.00,N/A
104.17.139.65,4,4,0.00,113.51,0.00,N/A
104.20.57.73,4,4,0.00,113.51,0.00,N/A
104.17.103.179,4,4,0.00,113.52,0.00,N/A
104.20.38.69,4,4,0.00,113.53,0.00,N/A
104.20.59.128,4,4,0.00,113.53,0.00,N/A
104.25.28.163,4,4,0.00,113.53,0.00,N/A
104.20.36.126,4,4,0.00,113.54,0.00,N/A
104.25.24.191,4,4,0.00,113.55,0.00,N/A
104.16.207.206,4,4,0.00,113.55,0.00,N/A
104.16.212.235,4,4,0.00,113.59,0.00,N/A
104.16.205.88,4,4,0.00,113.61,0.00,N/A
104.25.26.53,4,4,0.00,113.61,0.00,N/A
104.19.19.85,4,4,0.00,113.68,0.00,N/A
104.17.28.94,4,4,0.00,113.75,0.00,N/A
104.17.212.78,4,4,0.00,113.78,0.00,N/A
104.16.203.110,4,4,0.00,113.82,0.00,N/A
104.17.213.162,4,4,0.00,113.83,0.00,N/A
104.17.210.93,4,4,0.00,113.85,0.00,N/A
104.17.203.232,4,4,0.00,113.87,0.00,N/A
104.16.210.110,4,4,0.00,113.89,0.00,N/A
104.16.243.148,4,4,0.00,113.94,0.00,N/A
104.17.116.90,4,4,0.00,113.98,0.00,N/A
104.17.214.102,4,4,0.00,113.99,0.00,N/A
104.16.244.207,4,4,0.00,114.01,0.00,N/A
104.16.199.114,4,4,0.00,114.07,0.00,N/A
104.17.146.64,4,4,0.00,114.12,0.00,N/A
104.16.198.218,4,4,0.00,114.17,0.00,N/A
104.17.208.181,4,4,0.00,114.20,0.00,N/A
104.16.209.99,4,4,0.00,114.24,0.00,N/A
104.17.205.22,4,4,0.00,114.27,0.00,N/A
104.17.8.100,4,4,0.00,114.27,0.00,N/A
104.19.1.50,4,4,0.00,114.30,0.00,N/A
104.16.200.185,4,4,0.00,114.33,0.00,N/A
104.29.154.228,4,4,0.00,114.36,0.00,N/A
104.17.62.230,4,4,0.00,114.38,0.00,N/A
104.17.66.244,4,4,0.00,114.40,0.00,N/A
104.16.211.48,4,4,0.00,114.40,0.00,N/A
104.17.64.2,4,4,0.00,114.48,0.00,N/A
104.16.201.145,4,4,0.00,114.49,0.00,N/A
104.18.254.2,4,4,0.00,114.49,0.00,N/A
104.20.56.187,4,4,0.00,114.49,0.00,N/A
104.16.197.39,4,4,0.00,114.54,0.00,N/A
104.16.134.251,4,4,0.00,114.56,0.00,N/A
104.17.24.131,4,4,0.00,114.56,0.00,N/A
104.19.95.190,4,4,0.00,114.56,0.00,N/A
104.16.183.70,4,4,0.00,114.58,0.00,N/A
104.17.61.210,4,4,0.00,114.61,0.00,N/A
104.17.60.81,4,4,0.00,114.61,0.00,N/A
104.16.184.184,4,4,0.00,114.64,0.00,N/A
104.16.130.40,4,4,0.00,114.66,0.00,N/A
104.16.228.121,4,4,0.00,114.67,0.00,N/A
104.17.29.5,4,4,0.00,114.74,0.00,N/A
104.17.217.215,4,4,0.00,114.77,0.00,N/A
104.16.242.192,4,4,0.00,114.77,0.00,N/A
104.17.115.168,4,4,0.00,114.79,0.00,N/A
104.17.100.229,4,4,0.00,114.82,0.00,N/A
104.17.215.8,4,4,0.00,114.88,0.00,N/A
104.16.179.20,4,4,0.00,114.92,0.00,N/A
104.16.232.253,4,4,0.00,114.94,0.00,N/A
104.16.245.15,4,4,0.00,114.97,0.00,N/A
104.20.54.221,4,4,0.00,114.97,0.00,N/A
104.25.10.149,4,4,0.00,114.99,0.00,N/A
104.17.22.81,4,4,0.00,115.01,0.00,N/A
104.16.180.53,4,4,0.00,115.07,0.00,N/A
104.16.222.100,4,4,0.00,115.17,0.00,N/A
104.17.162.164,4,4,0.00,115.20,0.00,N/A
104.16.221.54,4,4,0.00,115.21,0.00,N/A
104.17.11.57,4,4,0.00,115.23,0.00,N/A
104.16.217.236,4,4,0.00,115.32,0.00,N/A
104.16.133.96,4,4,0.00,115.38,0.00,N/A
104.17.6.10,4,4,0.00,115.40,0.00,N/A
104.19.6.94,4,4,0.00,115.42,0.00,N/A
104.16.132.193,4,4,0.00,115.42,0.00,N/A
104.17.161.51,4,4,0.00,115.52,0.00,N/A
104.16.206.42,4,4,0.00,115.59,0.00,N/A
104.17.160.147,4,4,0.00,115.64,0.00,N/A
104.16.204.44,4,4,0.00,115.65,0.00,N/A
104.19.7.21,4,4,0.00,115.67,0.00,N/A
104.19.94.193,4,4,0.00,115.68,0.00,N/A
104.17.105.94,4,4,0.00,115.70,0.00,N/A
104.17.10.106,4,4,0.00,115.73,0.00,N/A
104.17.104.237,4,4,0.00,115.77,0.00,N/A
104.16.229.24,4,4,0.00,115.78,0.00,N/A
104.17.106.218,4,4,0.00,115.78,0.00,N/A
104.19.40.62,4,4,0.00,115.80,0.00,N/A
104.20.39.56,4,4,0.00,115.81,0.00,N/A
104.20.37.243,4,4,0.00,115.86,0.00,N/A
104.18.167.192,4,4,0.00,115.89,0.00,N/A
104.17.31.153,4,4,0.00,115.99,0.00,N/A
104.17.13.199,4,4,0.00,116.00,0.00,N/A
104.19.92.238,4,4,0.00,116.04,0.00,N/A
104.17.102.59,4,4,0.00,116.06,0.00,N/A
104.16.147.157,4,4,0.00,116.09,0.00,N/A
104.25.44.147,4,4,0.00,116.12,0.00,N/A
104.17.108.223,4,4,0.00,116.17,0.00,N/A
104.17.107.170,4,4,0.00,116.27,0.00,N/A
104.16.226.94,4,4,0.00,116.32,0.00,N/A
104.16.146.239,4,4,0.00,116.32,0.00,N/A
104.17.7.36,4,4,0.00,116.36,0.00,N/A
104.25.43.170,4,4,0.00,116.41,0.00,N/A
104.16.202.120,4,4,0.00,116.43,0.00,N/A
104.17.143.71,4,4,0.00,116.44,0.00,N/A
104.16.227.30,4,4,0.00,116.44,0.00,N/A
162.159.59.132,4,4,0.00,116.45,0.00,N/A
104.17.122.70,4,4,0.00,116.46,0.00,N/A
104.17.191.10,4,4,0.00,116.46,0.00,N/A
104.17.159.189,4,4,0.00,116.48,0.00,N/A
104.16.225.191,4,4,0.00,116.48,0.00,N/A
104.16.145.43,4,4,0.00,116.51,0.00,N/A
104.16.224.17,4,4,0.00,116.55,0.00,N/A
104.19.26.107,4,4,0.00,116.56,0.00,N/A
104.19.0.57,4,4,0.00,116.58,0.00,N/A
104.19.25.94,4,4,0.00,116.59,0.00,N/A
104.18.136.169,4,4,0.00,116.59,0.00,N/A
104.19.14.118,4,4,0.00,116.64,0.00,N/A
104.17.199.22,4,4,0.00,116.71,0.00,N/A
104.17.109.241,4,4,0.00,116.72,0.00,N/A
104.16.241.254,4,4,0.00,116.74,0.00,N/A
104.16.154.142,4,4,0.00,116.77,0.00,N/A
104.17.20.139,4,4,0.00,116.79,0.00,N/A
104.16.144.49,4,4,0.00,116.83,0.00,N/A
104.17.141.93,4,4,0.00,116.84,0.00,N/A
104.25.40.136,4,4,0.00,116.85,0.00,N/A
104.18.255.197,4,4,0.00,116.87,0.00,N/A
104.20.34.64,4,4,0.00,116.88,0.00,N/A
104.19.24.92,4,4,0.00,116.89,0.00,N/A
104.16.153.98,4,4,0.00,116.92,0.00,N/A
104.17.142.101,4,4,0.00,116.92,0.00,N/A
104.20.31.48,4,4,0.00,117.01,0.00,N/A
104.19.23.239,4,4,0.00,117.02,0.00,N/A
104.17.197.169,4,4,0.00,117.02,0.00,N/A
104.17.158.14,4,4,0.00,117.04,0.00,N/A
104.20.32.82,4,4,0.00,117.06,0.00,N/A
104.17.157.179,4,4,0.00,117.07,0.00,N/A
104.16.249.246,4,4,0.00,117.10,0.00,N/A
104.19.20.189,4,4,0.00,117.10,0.00,N/A
104.17.47.158,4,4,0.00,117.11,0.00,N/A
104.17.101.246,4,4,0.00,117.12,0.00,N/A
104.17.198.182,4,4,0.00,117.14,0.00,N/A
104.16.143.46,4,4,0.00,117.19,0.00,N/A
104.17.194.154,4,4,0.00,117.20,0.00,N/A
104.16.150.138,4,4,0.00,117.21,0.00,N/A
104.17.43.24,4,4,0.00,117.22,0.00,N/A
104.17.58.110,4,4,0.00,117.31,0.00,N/A
104.17.44.47,4,4,0.00,117.31,0.00,N/A
104.19.65.234,4,4,0.00,117.32,0.00,N/A
104.17.98.222,4,4,0.00,117.35,0.00,N/A
104.17.152.153,4,4,0.00,117.37,0.00,N/A
104.17.48.106,4,4,0.00,117.38,0.00,N/A
104.17.16.138,4,4,0.00,117.38,0.00,N/A
104.16.142.186,4,4,0.00,117.38,0.00,N/A
104.17.45.206,4,4,0.00,117.42,0.00,N/A
104.17.182.166,4,4,0.00,117.49,0.00,N/A
104.19.42.251,4,4,0.00,117.50,0.00,N/A
104.17.99.215,4,4,0.00,117.53,0.00,N/A
104.17.138.24,4,4,0.00,117.57,0.00,N/A
104.20.40.122,4,4,0.00,117.62,0.00,N/A
104.19.56.6,4,4,0.00,117.67,0.00,N/A
104.17.249.63,4,4,0.00,117.68,0.00,N/A
104.17.140.58,4,4,0.00,117.68,0.00,N/A
104.18.242.247,4,4,0.00,117.69,0.00,N/A
104.17.79.173,4,4,0.00,117.69,0.00,N/A
104.18.38.81,4,4,0.00,117.70,0.00,N/A
104.17.117.150,4,4,0.00,117.72,0.00,N/A
104.16.246.101,4,4,0.00,117.75,0.00,N/A
104.17.114.25,4,4,0.00,117.76,0.00,N/A
104.19.10.224,4,4,0.00,117.78,0.00,N/A
104.18.252.188,4,4,0.00,117.83,0.00,N/A
104.20.35.207,4,4,0.00,117.86,0.00,N/A
104.19.8.79,4,4,0.00,117.87,0.00,N/A
104.17.71.177,4,4,0.00,117.91,0.00,N/A
104.17.80.187,4,4,0.00,117.95,0.00,N/A
104.16.148.222,4,4,0.00,117.97,0.00,N/A
104.17.65.42,4,4,0.00,118.00,0.00,N/A
104.17.68.108,4,4,0.00,118.01,0.00,N/A
104.17.184.87,4,4,0.00,118.01,0.00,N/A
104.17.195.128,4,4,0.00,118.04,0.00,N/A
104.18.157.233,4,4,0.00,118.04,0.00,N/A
104.17.94.10,4,4,0.00,118.06,0.00,N/A
104.17.90.132,4,4,0.00,118.08,0.00,N/A
104.17.188.147,4,4,0.00,118.08,0.00,N/A
104.17.156.5,4,4,0.00,118.09,0.00,N/A
104.17.67.142,4,4,0.00,118.09,0.00,N/A
104.17.78.122,4,4,0.00,118.09,0.00,N/A
104.17.113.76,4,4,0.00,118.10,0.00,N/A
104.17.82.237,4,4,0.00,118.10,0.00,N/A
104.17.69.194,4,4,0.00,118.11,0.00,N/A
104.17.181.159,4,4,0.00,118.12,0.00,N/A
104.17.190.180,4,4,0.00,118.14,0.00,N/A
104.19.53.122,4,4,0.00,118.16,0.00,N/A
104.17.70.137,4,4,0.00,118.17,0.00,N/A
104.17.12.48,4,4,0.00,118.17,0.00,N/A
104.17.63.12,4,4,0.00,118.17,0.00,N/A
104.17.92.174,4,4,0.00,118.18,0.00,N/A
104.19.4.25,4,4,0.00,118.18,0.00,N/A
104.17.196.90,4,4,0.00,118.20,0.00,N/A
104.17.179.193,4,4,0.00,118.21,0.00,N/A
104.17.154.83,4,4,0.00,118.21,0.00,N/A
104.17.177.169,4,4,0.00,118.27,0.00,N/A
104.19.9.94,4,4,0.00,118.27,0.00,N/A
104.17.72.112,4,4,0.00,118.27,0.00,N/A
104.16.152.106,4,4,0.00,118.30,0.00,N/A
104.17.87.136,4,4,0.00,118.32,0.00,N/A
104.17.178.193,4,4,0.00,118.33,0.00,N/A
104.16.151.142,4,4,0.00,118.33,0.00,N/A
104.17.189.161,4,4,0.00,118.35,0.00,N/A
104.17.155.56,4,4,0.00,118.37,0.00,N/A
104.17.89.203,4,4,0.00,118.38,0.00,N/A
104.19.54.123,4,4,0.00,118.38,0.00,N/A
104.18.238.90,4,4,0.00,118.39,0.00,N/A
104.17.175.131,4,4,0.00,118.42,0.00,N/A
104.17.180.224,4,4,0.00,118.44,0.00,N/A
104.17.14.100,4,4,0.00,118.45,0.00,N/A
104.17.73.226,4,4,0.00,118.45,0.00,N/A
104.17.75.199,4,4,0.00,118.53,0.00,N/A
104.19.50.123,4,4,0.00,118.53,0.00,N/A
104.17.76.49,4,4,0.00,118.54,0.00,N/A
104.17.88.1,4,4,0.00,118.56,0.00,N/A
104.17.176.233,4,4,0.00,118.60,0.00,N/A
104.17.18.15,4,4,0.00,118.61,0.00,N/A
104.17.202.31,4,4,0.00,118.64,0.00,N/A
104.17.172.224,4,4,0.00,118.67,0.00,N/A
104.19.64.145,4,4,0.00,118.72,0.00,N/A
104.16.194.249,4,4,0.00,118.74,0.00,N/A
104.18.35.219,4,4,0.00,118.76,0.00,N/A
104.17.174.101,4,4,0.00,118.80,0.00,N/A
104.16.196.224,4,4,0.00,118.84,0.00,N/A
104.18.18.119,4,4,0.00,118.85,0.00,N/A
104.16.193.40,4,4,0.00,118.87,0.00,N/A
104.19.18.245,4,4,0.00,118.93,0.00,N/A
104.17.173.240,4,4,0.00,118.93,0.00,N/A
104.16.234.54,4,4,0.00,118.93,0.00,N/A
104.16.195.75,4,4,0.00,118.99,0.00,N/A
104.17.186.236,4,4,0.00,119.00,0.00,N/A
104.17.225.217,4,4,0.00,119.01,0.00,N/A
104.19.60.152,4,4,0.00,119.04,0.00,N/A
104.19.17.190,4,4,0.00,119.04,0.00,N/A
104.16.156.41,4,4,0.00,119.07,0.00,N/A
104.16.192.157,4,4,0.00,119.09,0.00,N/A
104.16.155.119,4,4,0.00,119.18,0.00,N/A
104.16.231.28,4,4,0.00,119.26,0.00,N/A
104.16.230.99,4,4,0.00,119.28,0.00,N/A
104.17.46.71,4,4,0.00,119.29,0.00,N/A
104.19.59.44,4,4,0.00,119.29,0.00,N/A
104.16.233.196,4,4,0.00,119.30,0.00,N/A
104.18.161.248,4,4,0.00,119.31,0.00,N/A
104.19.15.135,4,4,0.00,119.34,0.00,N/A
104.17.112.38,4,4,0.00,119.35,0.00,N/A
104.18.163.66,4,4,0.00,119.35,0.00,N/A
104.18.57.102,4,4,0.00,119.36,0.00,N/A
104.18.162.230,4,4,0.00,119.37,0.00,N/A
104.19.55.87,4,4,0.00,119.41,0.00,N/A
104.19.63.3,4,4,0.00,119.45,0.00,N/A
104.25.69.93,4,4,0.00,119.45,0.00,N/A
104.17.84.8,4,4,0.00,119.46,0.00,N/A
104.17.85.175,4,4,0.00,119.47,0.00,N/A
104.18.166.252,4,4,0.00,119.49,0.00,N/A
104.17.2.126,4,4,0.00,119.49,0.00,N/A
104.17.3.167,4,4,0.00,119.56,0.00,N/A
104.17.136.48,4,4,0.00,119.57,0.00,N/A
104.20.51.93,4,4,0.00,119.57,0.00,N/A
104.20.50.109,4,4,0.00,119.60,0.00,N/A
104.18.160.14,4,4,0.00,119.62,0.00,N/A
104.20.53.143,4,4,0.00,119.64,0.00,N/A
104.17.111.222,4,4,0.00,119.65,0.00,N/A
104.16.236.29,4,4,0.00,119.66,0.00,N/A
104.25.66.225,4,4,0.00,119.67,0.00,N/A
104.17.83.25,4,4,0.00,119.68,0.00,N/A
104.20.49.99,4,4,0.00,119.68,0.00,N/A
104.17.9.16,4,4,0.00,119.68,0.00,N/A
104.19.90.235,4,4,0.00,119.69,0.00,N/A
104.17.185.237,4,4,0.00,119.70,0.00,N/A
104.17.17.227,4,4,0.00,119.72,0.00,N/A
104.19.48.85,4,4,0.00,119.73,0.00,N/A
104.19.27.26,4,4,0.00,119.75,0.00,N/A
104.17.36.184,4,4,0.00,119.78,0.00,N/A
104.20.52.123,4,4,0.00,119.78,0.00,N/A
104.18.243.156,4,4,0.00,119.80,0.00,N/A
104.19.49.219,4,4,0.00,119.81,0.00,N/A
104.17.37.123,4,4,0.00,119.82,0.00,N/A
104.25.65.177,4,4,0.00,119.83,0.00,N/A
104.25.64.93,4,4,0.00,119.85,0.00,N/A
104.19.99.150,4,4,0.00,119.87,0.00,N/A
104.17.183.169,4,4,0.00,119.91,0.00,N/A
104.17.34.119,4,4,0.00,119.92,0.00,N/A
104.17.221.43,4,4,0.00,119.96,0.00,N/A
104.18.251.175,4,4,0.00,119.98,0.00,N/A
104.19.89.238,4,4,0.00,120.00,0.00,N/A
104.17.35.12,4,4,0.00,120.00,0.00,N/A
104.19.58.115,4,4,0.00,120.02,0.00,N/A
104.17.0.218,4,4,0.00,120.04,0.00,N/A
104.19.71.80,4,4,0.00,120.06,0.00,N/A
104.17.187.136,4,4,0.00,120.07,0.00,N/A
104.25.59.47,4,4,0.00,120.08,0.00,N/A
104.20.48.120,4,4,0.00,120.08,0.00,N/A
104.18.159.57,4,4,0.00,120.14,0.00,N/A
104.16.254.235,4,4,0.00,120.16,0.00,N/A
104.19.131.123,4,4,0.00,120.16,0.00,N/A
104.18.164.228,4,4,0.00,120.17,0.00,N/A
104.18.165.7,4,4,0.00,120.18,0.00,N/A
104.19.72.24,4,4,0.00,120.18,0.00,N/A
104.18.108.104,4,4,0.00,120.19,0.00,N/A
104.25.57.169,4,4,0.00,120.20,0.00,N/A
104.16.253.99,4,4,0.00,120.21,0.00,N/A
104.18.77.98,4,4,0.00,120.23,0.00,N/A
104.18.111.230,4,4,0.00,120.25,0.00,N/A
104.17.153.162,4,4,0.00,120.26,0.00,N/A
104.17.53.31,4,4,0.00,120.27,0.00,N/A
104.18.241.44,4,4,0.00,120.28,0.00,N/A
104.19.87.30,4,4,0.00,120.30,0.00,N/A
104.17.54.207,4,4,0.00,120.32,0.00,N/A
104.17.230.23,4,4,0.00,120.36,0.00,N/A
104.18.236.83,4,4,0.00,120.37,0.00,N/A
104.16.237.219,4,4,0.00,120.39,0.00,N/A
104.19.47.127,4,4,0.00,120.42,0.00,N/A
104.19.88.12,4,4,0.00,120.43,0.00,N/A
104.16.251.202,4,4,0.00,120.44,0.00,N/A
104.17.137.161,4,4,0.00,120.46,0.00,N/A
104.19.34.143,4,4,0.00,120.51,0.00,N/A
104.19.52.87,4,4,0.00,120.55,0.00,N/A
104.17.51.59,4,4,0.00,120.60,0.00,N/A
104.25.61.245,4,4,0.00,120.63,0.00,N/A
104.19.84.212,4,4,0.00,120.64,0.00,N/A
104.17.49.186,4,4,0.00,120.67,0.00,N/A
104.20.47.93,4,4,0.00,120.67,0.00,N/A
104.17.86.56,4,4,0.00,120.69,0.00,N/A
104.19.85.174,4,4,0.00,120.70,0.00,N/A
104.19.5.227,4,4,0.00,120.74,0.00,N/A
104.18.246.56,4,4,0.00,120.77,0.00,N/A
104.18.245.122,4,4,0.00,120.79,0.00,N/A
104.20.7.86,4,4,0.00,120.80,0.00,N/A
104.20.46.171,4,4,0.00,120.82,0.00,N/A
104.19.246.204,4,4,0.00,120.84,0.00,N/A
104.19.51.112,4,4,0.00,120.84,0.00,N/A
104.19.81.244,4,4,0.00,120.85,0.00,N/A
104.17.19.179,4,4,0.00,120.87,0.00,N/A
104.19.214.5,4,4,0.00,120.87,0.00,N/A
104.17.216.227,4,4,0.00,120.89,0.00,N/A
104.17.59.40,4,4,0.00,120.89,0.00,N/A
104.16.188.25,4,4,0.00,120.90,0.00,N/A
104.17.57.91,4,4,0.00,120.91,0.00,N/A
104.16.187.187,4,4,0.00,120.92,0.00,N/A
104.19.32.5,4,4,0.00,120.99,0.00,N/A
104.17.56.74,4,4,0.00,121.01,0.00,N/A
104.19.86.139,4,4,0.00,121.01,0.00,N/A
104.16.185.21,4,4,0.00,121.04,0.00,N/A
104.16.190.118,4,4,0.00,121.04,0.00,N/A
104.17.32.171,4,4,0.00,121.07,0.00,N/A
104.16.191.181,4,4,0.00,121.08,0.00,N/A
104.19.83.45,4,4,0.00,121.09,0.00,N/A
104.16.189.63,4,4,0.00,121.11,0.00,N/A
104.18.244.148,4,4,0.00,121.12,0.00,N/A
104.16.181.75,4,4,0.00,121.15,0.00,N/A
104.18.150.173,4,4,0.00,121.17,0.00,N/A
104.19.79.103,4,4,0.00,121.17,0.00,N/A
104.16.182.110,4,4,0.00,121.18,0.00,N/A
104.19.3.46,4,4,0.00,121.18,0.00,N/A
104.16.186.160,4,4,0.00,121.18,0.00,N/A
104.19.82.116,4,4,0.00,121.21,0.00,N/A
104.18.110.242,4,4,0.00,121.28,0.00,N/A
104.19.77.186,4,4,0.00,121.30,0.00,N/A
104.16.255.95,4,4,0.00,121.31,0.00,N/A
104.17.74.90,4,4,0.00,121.33,0.00,N/A
104.17.219.197,4,4,0.00,121.34,0.00,N/A
104.19.13.171,4,4,0.00,121.34,0.00,N/A
104.17.151.2,4,4,0.00,121.40,0.00,N/A
104.18.209.35,4,4,0.00,121.42,0.00,N/A
104.19.78.39,4,4,0.00,121.44,0.00,N/A
104.19.16.20,4,4,0.00,121.44,0.00,N/A
104.17.81.236,4,4,0.00,121.45,0.00,N/A
104.18.137.27,4,4,0.00,121.51,0.00,N/A
104.19.76.243,4,4,0.00,121.51,0.00,N/A
104.16.252.173,4,4,0.00,121.56,0.00,N/A
104.17.77.221,4,4,0.00,121.56,0.00,N/A
104.19.74.182,4,4,0.00,121.57,0.00,N/A
104.19.69.10,4,4,0.00,121.58,0.00,N/A
104.16.178.2,4,4,0.00,121.59,0.00,N/A
104.19.75.188,4,4,0.00,121.60,0.00,N/A
104.19.39.227,4,4,0.00,121.63,0.00,N/A
104.18.64.179,4,4,0.00,121.63,0.00,N/A
104.18.201.25,4,4,0.00,121.68,0.00,N/A
104.17.30.52,4,4,0.00,121.71,0.00,N/A
104.19.73.10,4,4,0.00,121.72,0.00,N/A
104.18.32.236,4,4,0.00,121.72,0.00,N/A
104.17.4.4,4,4,0.00,121.77,0.00,N/A
104.18.240.56,4,4,0.00,121.77,0.00,N/A
104.17.250.92,4,4,0.00,121.77,0.00,N/A
104.20.1.92,4,4,0.00,121.82,0.00,N/A
104.19.30.40,4,4,0.00,121.91,0.00,N/A
104.17.55.184,4,4,0.00,121.96,0.00,N/A
104.19.31.193,4,4,0.00,121.97,0.00,N/A
104.18.149.0,4,4,0.00,121.97,0.00,N/A
104.19.253.225,4,4,0.00,122.00,0.00,N/A
104.19.29.62,4,4,0.00,122.01,0.00,N/A
104.19.28.89,4,4,0.00,122.01,0.00,N/A
104.18.207.237,4,4,0.00,122.04,0.00,N/A
104.18.250.13,4,4,0.00,122.07,0.00,N/A
104.16.131.193,4,4,0.00,122.10,0.00,N/A
104.18.215.231,4,4,0.00,122.12,0.00,N/A
104.18.58.32,4,4,0.00,122.17,0.00,N/A
104.19.254.123,4,4,0.00,122.17,0.00,N/A
104.19.255.237,4,4,0.00,122.18,0.00,N/A
104.19.12.168,4,4,0.00,122.19,0.00,N/A
